"site.id","lat","lon","stateProvince","coord.unc","eventDate","day","month","year","survey.conducted","survey.id","pass.id","survey.pass","data.type","species","age","individual.id","time.to.detect","count"
"iNat237",39.556025,-79.229256,"Maryland",28090,"2024-04-17T22:55:18",17,4,2024,1,140,1,"140_1","PO","GPORPO","NR",NA,NA,1
"iNat371",42.052673,-78.605929,"New York",27692,"2024-04-20T16:36:17",20,4,2024,1,141,1,"141_1","PO","GPORPO","NR",NA,NA,1
"iNat225",39.49939,-79.361374,"Maryland",28090,"2024-04-17T08:49:36",17,4,2024,1,142,1,"142_1","PO","GPORPO","NR",NA,NA,1
"iNat207",39.45248,-79.37066,"Maryland",28090,"2024-04-11T22:05:20",11,4,2024,1,143,1,"143_1","PO","GPORPO","NR",NA,NA,1
"iNat221",39.487891,-79.324559,"Maryland",28090,"2024-04-14T21:02:09",14,4,2024,1,144,1,"144_1","PO","GPORPO","NR",NA,NA,1
"iNat227",39.508285,-79.323335,"Maryland",28090,"2024-04-15T22:21:40",15,4,2024,1,145,1,"145_1","PO","GPORPO","NR",NA,NA,1
"iNat287",40.582931,-79.963152,"Pennsylvania",183,"2024-04-14T14:31",14,4,2024,1,146,1,"146_1","PO","GPORPO","NR",NA,NA,1
"iNat203",39.43104,-79.396583,"Maryland",28090,"2024-04-11T23:12:27",11,4,2024,1,147,1,"147_1","PO","GPORPO","NR",NA,NA,1
"iNat205",39.450236,-79.044357,"Maryland",28090,"2024-03-31T00:48:11",31,3,2024,1,148,1,"148_1","PO","GPORPO","NR",NA,NA,1
"iNat213",39.462055,-79.21273,"Maryland",28090,"2024-03-30T23:28:02",30,3,2024,1,149,1,"149_1","PO","GPORPO","NR",NA,NA,1
"iNat342",41.873674,-80.112295,"Pennsylvania",31,"2024-04-02T15:05",2,4,2024,1,150,1,"150_1","PO","GPORPO","NR",NA,NA,1
"iNat242",39.57369,-79.023326,"Maryland",28090,"2024-03-30T23:59:09",30,3,2024,1,151,1,"151_1","PO","GPORPO","NR",NA,NA,1
"iNat228",39.521643,-79.290858,"Maryland",28090,"2024-04-02T22:30:35",2,4,2024,1,152,1,"152_1","PO","GPORPO","NR",NA,NA,1
"iNat251",39.778874,-79.036812,"Maryland",28060,"2024-04-08T11:50:28",8,4,2024,1,153,1,"153_1","PO","GPORPO","NR",NA,NA,1
"iNat344",41.882977,-74.666043,"New York",27723,"2023-05-13T15:11:01",13,5,2023,1,154,1,"154_1","PO","GPORPO","NR",NA,NA,1
"iNat392",42.126691,-74.672489,"New York",27692,"2023-10-28T16:43:53",28,10,2023,1,155,1,"155_1","PO","GPORPO","NR",NA,NA,1
"iNat343",41.875313,-74.614603,"New York",27723,"2021-06-20T14:04:08",20,6,2021,1,156,1,"156_1","PO","GPORPO","NR",NA,NA,1
"iNat266",40.16221,-80.598561,"West Virginia",35,"2024-04-09T22:38:54",9,4,2024,1,157,1,"157_1","PO","GPORPO","NR",NA,NA,1
"iNat339",41.851183,-74.651796,"New York",27723,"2022-05-03T13:10:02",3,5,2022,1,158,1,"158_1","PO","GPORPO","NR",NA,NA,1
"iNat338",41.848375,-74.604009,"New York",27723,"2022-06-11T16:27:27",11,6,2022,1,159,1,"159_1","PO","GPORPO","NR",NA,NA,1
"iNat267",40.162491,-80.59738,"West Virginia",10,"2024-04-09T22:17:15",9,4,2024,1,160,1,"160_1","PO","GPORPO","NR",NA,NA,1
"iNat208",39.452591,-79.381644,"Maryland",633,"2024-04-02T23:16:24",2,4,2024,1,161,1,"161_1","PO","GPORPO","NR",NA,NA,1
"iNat357",41.999059,-74.701174,"New York",27723,"2022-06-11T16:56:53",11,6,2022,1,162,1,"162_1","PO","GPORPO","NR",NA,NA,1
"iNat317",41.514148,-75.053938,"Pennsylvania",9009,"2024-03-30T15:00:25",30,3,2024,1,163,1,"163_1","PO","GPORPO","NR",NA,NA,1
"iNat333",41.809997,-74.743177,"New York",27723,"2023-05-13T11:41:25",13,5,2023,1,164,1,"164_1","PO","GPORPO","NR",NA,NA,1
"iNat348",41.90986,-74.753149,"New York",27723,"2022-06-11T16:20:31",11,6,2022,1,165,1,"165_1","PO","GPORPO","NR",NA,NA,1
"iNat341",41.865998,-74.659246,"New York",27723,"2022-05-03T14:23:22",3,5,2022,1,166,1,"166_1","PO","GPORPO","NR",NA,NA,1
"iNat353",41.947105,-74.675488,"New York",27723,"2022-06-11T16:41:51",11,6,2022,1,167,1,"167_1","PO","GPORPO","NR",NA,NA,1
"iNat352",41.938451,-74.615084,"New York",27723,"2022-07-03T17:32:53",3,7,2022,1,168,1,"168_1","PO","GPORPO","NR",NA,NA,1
"iNat718",44.441962,-72.784589,"Vermont",27317,"2022-07-30T17:48:59",30,7,2022,1,169,1,"169_1","PO","GPORPO","NR",NA,NA,1
"iNat345",41.885924,-74.610806,"New York",27723,"2022-07-03T17:18:47",3,7,2022,1,170,1,"170_1","PO","GPORPO","NR",NA,NA,1
"iNat346",41.886171,-74.780803,"New York",27723,"2023-10-28T11:45",28,10,2023,1,171,1,"171_1","PO","GPORPO","NR",NA,NA,1
"iNat335",41.835565,-74.768045,"New York",27723,"2023-05-13T15:08:54",13,5,2023,1,172,1,"172_1","PO","GPORPO","NR",NA,NA,1
"iNat11",35.090043,-85.352657,"Tennessee",28734,"2024-03-22T21:15:15",22,3,2024,1,173,1,"173_1","PO","GPORPO","NR",NA,NA,1
"iNat89",37.626482,-79.073535,"Virginia",28359,"2024-03-17T12:39:27",17,3,2024,1,174,1,"174_1","PO","GPORPO","NR",NA,NA,1
"iNat65",37.37409,-80.523096,"Virginia",93,"2013-08-21T10:39",21,8,2013,1,175,1,"175_1","PO","GPORPO","NR",NA,NA,1
"iNat458",42.329687,-76.337738,"New York",6,"2024-03-16T16:05:36",16,3,2024,1,176,1,"176_1","PO","GPORPO","NR",NA,NA,1
"iNat230",39.535424,-79.253063,"Maryland",28090,"2024-03-06T21:01:25",6,3,2024,1,177,1,"177_1","PO","GPORPO","NR",NA,NA,1
"iNat244",39.583852,-79.223588,"Maryland",28090,"2024-03-08T20:53:07",8,3,2024,1,178,1,"178_1","PO","GPORPO","NR",NA,NA,1
